編號,動詞變化,詞語,語源,義項,詞類,等級,標籤,翻譯,TL,POJ,分類,近義詞,反義詞,相關詞,附註,,
8776,,한복,,1702287,,B,,,,,,,,,,,
8781,,한식,,1702288,,B,,,,,,,,,,,
8786,,한자,,1702289,,B,,,,,,,,,,,
8791,,한테,,1702290,,B,,,,,,,,,,,
8796,,한테서,,1702291,,B,,,,,,,,,,,
8801,,할머니,,1702292,,B,,,,,,,,,,,
8806,,할아버지,,1702293,,B,,,,,,,,,,,
8811,,할인,,1702294,,B,,,,,,,,,,,
8816,,함께,,1702295,,B,,,,,,,,,,,
8816,,함께,,1702296,,B,,,,,,,,,,,
8821,,합격,,1702297,,B,,,,,,,,,,,
8826,,항상,,1702298,,B,,,,,,,,,,,
8831,,해,,1702299,,B,,,,,,,,,,,
8831,,해,,1702300,,B,,,,,,,,,,,
8836,,해외,,1702301,,B,,,,,,,,,,,
8841,,해외여행,,1702302,,B,,,,,,,,,,,
8846,,핸드폰,,1702303,,B,,,,,,,,,,,
8851,,햄버거,,1702304,,B,,,,,,,,,,,
8856,,햇빛,,1702305,,B,,,,,,,,,,,
8861,,행복,,1702306,,B,,,,,,,,,,,
8866,여불규칙,행복하다,8656,1702307,,B,,,,,,,,,,,
8871,,행사,,1702308,,B,,,,,,,,,,,
8876,,허리,,1702309,,B,,,,,,,,,,,
8876,,허리,,1702310,,B,,,,,,,,,,,
8881,,현금,,1702311,,B,,,,,,,,,,,
8886,,현재,,1702312,,B,,,,,,,,,,,
8891,,형,KOR002,1702313,名,B,,阿兄，哥哥,a-hiann，ko--koh,a-hiaⁿ，ko--koh,04親屬稱謂,,,,小弟咧叫的。小妹愛叫오빠{5921}。,,
8896,,형님,,1702314,,B,,,,,,,,,,,
8901,,형제,,1702315,,B,,,,,,,,,,,
8906,,호,,1702316,,B,,,,,,,,,,,
8911,,호랑이,,1702317,,B,,,,,,,,,,,
8916,,호선,,1702318,,B,,,,,,,,,,,
8921,,호수,,1702319,,B,,,,,,,,,,,
8926,,호주,,1702320,,B,,,,,,,,,,,
8926,,호주,,1702321,,B,,,,,,,,,,,
8926,,호주,,1702322,,B,,,,,,,,,,,
8931,,호텔,,1702323,,B,,,,,,,,,,,
8936,,혼자,,1702324,,B,,,,,,,,,,,
8936,,혼자,,1702325,,B,,,,,,,,,,,
8941,,홈페이지,,1702326,,B,,,,,,,,,,,
8946,,홍차,,1702327,,B,,,,,,,,,,,
8946,,홍차,,1702328,,B,,,,,,,,,,,
8951,,화,,1702329,,B,,,,,,,,,,,
8956,,화가,,1702330,,B,,,,,,,,,,,
8956,,화가,,1702331,,B,,,,,,,,,,,
8961,,화구,,1702332,,B,,,,,,,,,,,
8966,규칙,화나다,,1702333,,B,,,,,,,,,,,
8971,규칙,화내다,,1702334,,B,,,,,,,,,,,
8976,,화요일,,1702335,,B,,,,,,,,,,,
8976,,화요일,,1702336,,B,,,,,,,,,,,
8981,,화장실,,1702337,,B,,,,,,,,,,,
8986,,화장품,,1702338,,B,,,,,,,,,,,
8991,여불규칙,화장하다,8656,1702339,,B,,,,,,,,,,,
8996,여불규칙,확인하다,8656,1702340,,B,,,,,,,,,,,
9001,여불규칙,환영하다,8656,1702341,,B,,,,,,,,,,,
9006,,환자,,1702342,,B,,,,,,,,,,,
9011,,회관,,1702343,,B,,,,,,,,,,,
9016,,회사,,1702344,,B,,,,,,,,,,,
9016,,회사,,1702345,,B,,,,,,,,,,,
9016,,회사,,1702346,,B,,,,,,,,,,,
9021,,회사원,,1702347,,B,,,,,,,,,,,
9021,,회사원,,1702348,,B,,,,,,,,,,,
9026,,회색,,1702349,,B,,,,,,,,,,,
9031,,회의,,1702350,,B,,,,,,,,,,,
9031,,회의,,1702351,,B,,,,,,,,,,,
9036,,횡단보도,,1702352,,B,,,,,,,,,,,
9041,,후,,1702353,,B,,,,,,,,,,,
9041,,후,,1702354,,B,,,,,,,,,,,
9046,,후배,,1702355,,B,,,,,,,,,,,
9051,,휴가,,1702356,,B,,,,,,,,,,,
9056,,휴대전화,,1702357,,B,,,,,,,,,,,
9061,,휴일,,1702358,,B,,,,,,,,,,,
9066,,휴지,,1702359,,B,,,,,,,,,,,
9071,,휴지통,,1702360,,B,,,,,,,,,,,
9076,규칙,흐리다,,1702361,,B,,,,,,,,,,,
9081,,흰색,,1702362,,B,,白色,pe̍h-sik,pe̍h-sek,22顏色,,421,,,,
9086,,히읗,,1702363,,B,,,,,,,,,,,
9091,,힘,,1702364,,B,,,,,,,,,,,
